Gender,Ever_Married,Age,Graduated,Profession,Spending_Score,Family_Size,Var_1,Work_Experience_Cleaned
Male,Yes,52,Yes,Executive,High,4.0,Cat_4,1.0
Male,Yes,37,Yes,Entertainment,Average,2.0,Cat_3,8.0
Male,Yes,49,Yes,Entertainment,Low,1.0,Cat_6,
Female,Yes,52,No,Doctor,Average,3.0,Cat_4,
Female,Yes,62,Yes,Artist,High,2.0,Cat_6,
Female,Yes,56,Yes,Executive,High,4.0,Cat_1,
Male,Yes,37,Yes,Artist,Average,2.0,Cat_4,
Female,Yes,65,Yes,Artist,Low,1.0,Cat_6,13.0
Male,No,51,No,Entertainment,Low,1.0,Cat_6,1.0
Male,Yes,48,Yes,Artist,Low,3.0,Cat_3,1.0
Female,No,25,No,Homemaker,Low,1.0,Cat_6,
Female,Yes,48,Yes,Entertainment,Average,4.0,Cat_6,
Male,Yes,53,Yes,Doctor,Average,2.0,Cat_6,
Female,No,46,Yes,Engineer,Low,1.0,Cat_6,1.0
Female,Yes,88,Yes,Lawyer,Average,2.0,Cat_6,1.0
Female,No,43,Yes,Artist,Low,2.0,Cat_6,8.0
Female,Yes,37,Yes,Artist,Low,2.0,Cat_6,6.0
Male,No,39,Yes,Artist,Low,3.0,Cat_6,
Male,Yes,37,Yes,Entertainment,Average,3.0,Cat_4,1.0
Female,Yes,38,No,Engineer,Low,1.0,Cat_4,1.0
Male,Yes,59,No,Artist,Low,1.0,Cat_6,
Female,Yes,70,Yes,Artist,High,2.0,Cat_6,
Male,No,29,Yes,Artist,Low,1.0,Cat_6,
Male,Yes,35,Yes,Executive,High,3.0,Cat_6,4.0
Male,No,19,No,Healthcare,Low,4.0,Cat_6,1.0
Female,Yes,45,Yes,Artist,Average,2.0,Cat_6,5.0
Male,Yes,48,No,Executive,Average,4.0,Cat_6,1.0
Male,No,53,Yes,Entertainment,Low,3.0,Cat_4,1.0
Male,Yes,49,Yes,Artist,Average,4.0,Cat_6,1.0
Male,No,47,Yes,Engineer,Low,3.0,Cat_6,
Female,No,21,No,Healthcare,Low,7.0,Cat_2,8.0
Male,Yes,35,Yes,Artist,High,3.0,Cat_6,1.0
Female,No,28,Yes,Artist,Low,2.0,Cat_6,1.0
Female,Yes,40,Yes,Artist,Average,2.0,Cat_4,1.0
Male,No,18,No,Healthcare,Low,3.0,Cat_2,3.0
Male,Yes,79,Yes,Lawyer,High,2.0,Cat_6,1.0
Female,Yes,53,Yes,Artist,Average,3.0,Cat_6,
Female,No,42,Yes,Artist,Low,1.0,Cat_6,8.0
Male,Yes,56,No,Executive,Average,3.0,Cat_6,1.0
Male,Yes,84,No,Lawyer,High,2.0,Cat_6,1.0
Male,Yes,26,No,Homemaker,Average,2.0,Cat_6,9.0
Female,No,36,Yes,Artist,Low,2.0,Cat_6,5.0
Female,Yes,50,Yes,Doctor,Low,2.0,Cat_7,1.0
Male,Yes,40,Yes,Artist,Average,2.0,Cat_6,1.0
Male,Yes,67,Yes,Entertainment,Average,3.0,Cat_6,2.0
Female,No,45,No,Entertainment,Low,2.0,Cat_6,8.0
Female,No,25,Yes,Healthcare,Low,2.0,Cat_4,
Male,Yes,25,Yes,Artist,Average,2.0,Cat_6,8.0
Male,Yes,52,Yes,Artist,Low,2.0,Cat_6,
Male,No,19,No,Healthcare,Low,6.0,Cat_2,4.0
Female,No,35,Yes,Entertainment,Low,2.0,Cat_6,9.0
Male,Yes,39,No,Executive,High,4.0,Cat_3,
Female,No,40,Yes,Homemaker,Low,,Cat_6,9.0
Male,Yes,53,Yes,Artist,Low,3.0,Cat_6,
Female,No,27,Yes,Healthcare,Low,4.0,Cat_6,
Female,Yes,69,No,Artist,High,2.0,Cat_6,
Male,No,62,Yes,Artist,Low,,Cat_6,
Male,Yes,47,No,Artist,Average,5.0,Cat_4,
Female,Yes,69,No,Lawyer,Average,2.0,Cat_6,
Female,No,48,Yes,Artist,Low,1.0,Cat_3,1.0
Female,No,33,Yes,Homemaker,Low,,Cat_6,11.0
Male,Yes,65,No,Lawyer,High,2.0,Cat_6,
Male,Yes,31,No,Executive,High,3.0,Cat_6,1.0
Male,No,25,No,Healthcare,Low,5.0,Cat_4,1.0
Female,No,21,No,Healthcare,Low,7.0,Cat_4,9.0
Male,No,28,Yes,Entertainment,Low,3.0,Cat_4,
Female,No,27,Yes,Artist,Low,3.0,Cat_6,
Male,No,31,Yes,Healthcare,Low,1.0,Cat_6,
Male,Yes,80,Yes,Lawyer,Low,1.0,Cat_6,1.0
Male,No,27,No,Healthcare,Low,3.0,Cat_6,1.0
Female,Yes,58,Yes,Artist,Average,2.0,Cat_6,
Male,Yes,41,Yes,Artist,Average,3.0,Cat_6,3.0
Male,Yes,35,Yes,Executive,Average,4.0,Cat_6,6.0
Male,Yes,45,Yes,Executive,High,2.0,Cat_6,
Male,No,57,Yes,Entertainment,Low,1.0,,4.0
Female,Yes,52,Yes,Artist,Low,4.0,Cat_6,9.0
Female,Yes,87,Yes,Artist,Low,1.0,Cat_6,
Male,No,22,No,Healthcare,Low,6.0,Cat_4,1.0
Male,Yes,37,No,Doctor,Average,2.0,Cat_6,4.0
Female,No,32,Yes,Healthcare,Low,5.0,Cat_2,
Female,Yes,78,No,Lawyer,High,2.0,Cat_6,1.0
Female,No,30,Yes,Healthcare,Low,5.0,Cat_6,2.0
Male,Yes,50,Yes,Entertainment,Low,2.0,Cat_6,3.0
Male,Yes,46,Yes,Entertainment,Average,4.0,Cat_6,
Male,Yes,47,Yes,Executive,High,4.0,,1.0
Female,No,37,Yes,Artist,Low,4.0,Cat_4,7.0
Female,Yes,53,Yes,Artist,High,2.0,Cat_2,2.0
Male,Yes,56,No,Entertainment,Average,3.0,Cat_6,1.0
Female,Yes,56,Yes,Artist,Average,2.0,Cat_6,1.0
Male,Yes,66,No,Lawyer,High,3.0,Cat_6,
Female,No,27,No,Healthcare,Low,4.0,Cat_4,
Female,Yes,35,Yes,Entertainment,Low,4.0,Cat_1,
Female,Yes,51,Yes,Engineer,Average,2.0,Cat_6,1.0
Male,Yes,39,Yes,Entertainment,Low,1.0,Cat_6,
Male,Yes,63,Yes,Homemaker,Low,3.0,Cat_6,1.0
Male,Yes,35,Yes,Entertainment,Average,,Cat_2,8.0
Female,Yes,63,Yes,Marketing,Low,2.0,Cat_6,
Male,Yes,61,No,Engineer,Low,4.0,Cat_6,
Female,Yes,47,Yes,Artist,Low,3.0,Cat_6,
Male,Yes,43,Yes,Executive,High,3.0,Cat_6,7.0
Male,Yes,72,Yes,Artist,Low,1.0,Cat_6,
Male,Yes,43,Yes,Entertainment,Average,2.0,Cat_6,
Male,No,27,Yes,Artist,Low,1.0,Cat_6,
Male,Yes,51,No,Executive,High,4.0,Cat_6,
Female,Yes,63,Yes,Artist,High,2.0,Cat_6,
Female,,72,No,Lawyer,Average,2.0,Cat_6,8.0
Female,Yes,46,Yes,Artist,Average,3.0,Cat_6,1.0
Male,No,21,No,Healthcare,Low,4.0,Cat_6,0.0
Female,No,28,No,Healthcare,Low,2.0,Cat_6,3.0
Male,No,42,Yes,Artist,Low,,Cat_6,8.0
Male,No,31,Yes,Healthcare,Low,3.0,Cat_7,9.0
Female,Yes,74,Yes,Doctor,Low,2.0,Cat_6,1.0
Female,No,20,No,Healthcare,Low,3.0,Cat_6,0.0
Female,Yes,53,Yes,Marketing,Low,1.0,Cat_6,6.0
Male,No,32,Yes,Healthcare,Low,5.0,Cat_6,9.0
Female,Yes,42,Yes,Healthcare,Average,2.0,Cat_6,9.0
Male,Yes,41,Yes,Artist,High,2.0,Cat_2,
Male,No,29,No,Entertainment,Low,4.0,Cat_6,8.0
Male,Yes,68,No,Executive,High,2.0,Cat_6,1.0
Female,Yes,51,No,Engineer,Low,4.0,Cat_6,
Female,Yes,76,Yes,Artist,High,2.0,Cat_6,1.0
Male,No,27,No,Healthcare,Low,4.0,Cat_6,
Male,Yes,59,No,Entertainment,Low,2.0,Cat_6,1.0
Male,No,30,Yes,Artist,Low,1.0,Cat_6,1.0
Female,Yes,41,Yes,Engineer,Average,4.0,Cat_6,1.0
Male,No,32,No,Artist,Low,4.0,Cat_6,
Male,No,20,No,Healthcare,Low,4.0,Cat_3,0.0
Male,Yes,58,Yes,Artist,Average,3.0,,8.0
Male,No,53,Yes,Artist,Low,1.0,Cat_6,2.0
Female,No,31,Yes,Entertainment,Low,3.0,Cat_7,9.0
Female,Yes,60,Yes,Artist,Average,4.0,Cat_6,
Male,No,37,Yes,Artist,Low,4.0,Cat_6,1.0
Female,Yes,57,Yes,Artist,Low,2.0,Cat_6,
Female,Yes,75,Yes,,High,2.0,Cat_6,
Female,Yes,71,No,Lawyer,High,3.0,Cat_6,1.0
Female,No,21,No,Executive,Low,,Cat_7,8.0
Male,No,28,No,Healthcare,Low,5.0,Cat_7,4.0
Female,No,32,Yes,Healthcare,Low,3.0,Cat_6,8.0
Male,Yes,61,Yes,Executive,High,2.0,Cat_6,9.0
Male,Yes,47,Yes,Entertainment,Average,4.0,Cat_6,1.0
Male,No,22,No,Engineer,Low,4.0,Cat_6,0.0
Female,Yes,66,No,Engineer,Average,2.0,Cat_4,
Female,No,32,No,Artist,Low,5.0,Cat_1,
Male,Yes,60,Yes,Artist,Average,4.0,Cat_3,
Male,Yes,57,No,,Average,2.0,Cat_4,1.0
Female,Yes,39,Yes,Artist,Average,4.0,Cat_6,
Male,Yes,41,Yes,Engineer,Average,2.0,Cat_4,1.0
Male,No,38,Yes,Artist,Low,3.0,Cat_2,8.0
Female,Yes,58,Yes,Engineer,High,4.0,Cat_6,
Female,Yes,41,No,Engineer,Average,3.0,Cat_6,8.0
Female,No,31,No,Doctor,Low,2.0,Cat_3,6.0
Male,No,19,No,Healthcare,Low,4.0,Cat_6,
Female,Yes,27,No,Doctor,Low,,Cat_3,
Female,Yes,29,No,Artist,Average,2.0,Cat_3,
Male,Yes,57,Yes,Artist,Average,4.0,Cat_6,
Female,Yes,52,Yes,Doctor,Average,2.0,Cat_6,
Female,No,18,No,Healthcare,Low,4.0,Cat_6,1.0
Female,No,23,No,Lawyer,Low,6.0,Cat_3,
Male,Yes,32,Yes,Entertainment,Average,2.0,Cat_3,1.0
Male,Yes,47,Yes,Artist,Low,2.0,Cat_6,1.0
Male,Yes,42,Yes,Entertainment,Average,2.0,Cat_4,
Female,No,19,No,Healthcare,Low,,Cat_3,
Female,Yes,62,Yes,Entertainment,Low,1.0,Cat_6,1.0
Female,Yes,51,Yes,Artist,High,2.0,Cat_4,6.0
Male,Yes,47,No,Executive,High,5.0,Cat_6,
Male,Yes,51,No,Executive,Average,3.0,Cat_4,9.0
Male,Yes,65,Yes,Artist,Average,4.0,Cat_6,1.0
Male,Yes,35,Yes,Artist,Average,3.0,Cat_2,
Female,Yes,48,No,Executive,Average,3.0,Cat_2,9.0
Female,Yes,43,Yes,Artist,High,3.0,Cat_6,4.0
Female,No,31,No,Doctor,Low,4.0,Cat_3,
Female,Yes,58,Yes,Artist,Average,5.0,Cat_6,
Male,Yes,46,Yes,Artist,Low,2.0,Cat_6,
Female,Yes,63,Yes,Artist,Average,5.0,Cat_3,1.0
Female,No,38,Yes,Engineer,Low,3.0,Cat_6,
Male,Yes,62,No,Entertainment,Average,2.0,Cat_6,1.0
Female,Yes,26,No,Marketing,Low,5.0,Cat_4,
Female,No,29,Yes,Healthcare,Low,4.0,Cat_6,1.0
Male,No,26,Yes,Healthcare,Low,3.0,Cat_6,1.0
Female,No,32,Yes,Doctor,Low,3.0,Cat_4,5.0
Male,Yes,50,Yes,,Average,4.0,Cat_7,1.0
Male,No,30,Yes,Doctor,Low,2.0,Cat_6,3.0
Female,No,35,Yes,Healthcare,Low,1.0,Cat_6,1.0
Female,No,23,No,Healthcare,Low,3.0,Cat_6,
Male,Yes,73,No,Executive,Low,1.0,Cat_6,1.0
Male,No,41,Yes,Entertainment,Low,1.0,Cat_4,
Female,Yes,29,Yes,Healthcare,Low,3.0,Cat_3,8.0
Female,No,42,Yes,Homemaker,Low,1.0,Cat_6,10.0
Male,Yes,38,Yes,Artist,Low,7.0,Cat_6,5.0
Female,No,33,No,Doctor,Low,4.0,Cat_6,
Male,Yes,72,Yes,Executive,High,5.0,Cat_6,1.0
Male,Yes,69,Yes,Artist,Low,1.0,Cat_6,
Female,Yes,85,Yes,Lawyer,Low,1.0,Cat_3,
Male,No,28,Yes,Healthcare,Low,1.0,Cat_6,
Male,Yes,77,Yes,Lawyer,Low,1.0,Cat_6,1.0
Male,No,20,No,Healthcare,Low,5.0,Cat_2,5.0
Male,No,30,No,Executive,Low,2.0,Cat_6,1.0
Female,Yes,40,Yes,Doctor,Low,,Cat_6,1.0
Male,Yes,57,Yes,Artist,Average,5.0,Cat_6,1.0
Female,Yes,40,Yes,Artist,Average,2.0,Cat_6,9.0
Male,Yes,43,No,Artist,Average,2.0,Cat_6,4.0
Female,Yes,66,Yes,Engineer,Average,3.0,Cat_6,
Female,No,27,No,Healthcare,Low,1.0,Cat_6,14.0
Male,No,36,No,Artist,Low,4.0,Cat_6,2.0
Male,Yes,88,Yes,Lawyer,High,2.0,Cat_6,
Male,Yes,39,Yes,Artist,Average,2.0,Cat_3,9.0
Male,No,83,Yes,Lawyer,Low,1.0,Cat_6,
Female,No,20,No,Healthcare,Low,4.0,Cat_6,0.0
Male,Yes,52,Yes,Artist,Average,4.0,Cat_6,3.0
Female,No,18,No,Healthcare,Low,3.0,Cat_4,7.0
Male,No,22,No,Healthcare,Low,4.0,Cat_6,
Male,Yes,51,Yes,Artist,Low,2.0,Cat_7,1.0
Male,Yes,60,Yes,,Low,2.0,Cat_6,
Male,Yes,40,No,Executive,Low,3.0,Cat_6,
Female,Yes,35,Yes,Homemaker,Average,2.0,Cat_6,9.0
Male,Yes,53,Yes,Artist,Low,1.0,Cat_6,9.0
Female,Yes,49,Yes,Artist,Average,3.0,Cat_7,
Male,Yes,53,Yes,Artist,High,3.0,Cat_7,3.0
Female,No,35,Yes,Artist,Low,,Cat_6,8.0
Male,Yes,46,Yes,Artist,Low,2.0,Cat_6,4.0
Female,No,27,Yes,Artist,Low,5.0,Cat_6,1.0
Male,Yes,65,No,Lawyer,High,2.0,Cat_3,
Female,No,53,No,Entertainment,Low,1.0,Cat_4,1.0
Female,Yes,42,Yes,Artist,Average,2.0,Cat_6,2.0
Female,,20,No,Homemaker,Low,1.0,Cat_4,13.0
Female,Yes,49,Yes,Marketing,Low,2.0,Cat_6,9.0
Male,Yes,47,Yes,Artist,Average,4.0,Cat_6,1.0
Female,No,38,Yes,Doctor,Low,3.0,Cat_6,4.0
Male,No,25,Yes,Artist,Low,1.0,Cat_6,
Female,No,26,No,Homemaker,Low,,Cat_4,9.0
Female,Yes,26,No,Homemaker,Average,4.0,Cat_2,8.0
Male,No,27,No,Doctor,Low,3.0,Cat_6,
Female,No,19,No,Healthcare,Low,2.0,Cat_6,1.0
Female,No,31,No,Engineer,Low,1.0,Cat_3,1.0
Female,No,50,Yes,Artist,Low,1.0,Cat_6,1.0
Female,No,21,No,Marketing,Low,2.0,Cat_3,2.0
Male,No,33,No,Engineer,Low,4.0,Cat_1,
Female,No,27,No,Healthcare,Low,3.0,Cat_2,5.0
Female,Yes,52,Yes,Artist,High,3.0,Cat_6,
Male,Yes,41,Yes,Artist,Average,2.0,Cat_6,6.0
Female,No,31,Yes,Healthcare,Low,7.0,Cat_5,9.0
Male,Yes,27,Yes,Healthcare,Average,2.0,Cat_3,2.0
Female,Yes,84,No,Lawyer,High,2.0,Cat_6,1.0
Male,No,22,No,Healthcare,Low,3.0,Cat_6,1.0
Female,No,30,Yes,Doctor,Low,3.0,Cat_6,
Male,Yes,35,Yes,Artist,Average,2.0,Cat_6,9.0
Female,No,55,Yes,Artist,Low,1.0,Cat_6,1.0
Male,No,19,No,Healthcare,Low,4.0,Cat_4,4.0
Male,Yes,26,No,Entertainment,Low,2.0,Cat_4,8.0
Male,Yes,37,Yes,Artist,Low,1.0,Cat_3,1.0
Male,Yes,63,No,Artist,Average,2.0,Cat_6,5.0
Male,No,32,Yes,Doctor,Low,4.0,Cat_4,
Female,No,25,Yes,Artist,Low,1.0,Cat_6,8.0
Female,Yes,35,Yes,Artist,High,2.0,Cat_7,
Male,Yes,21,No,Entertainment,Low,3.0,Cat_6,0.0
Female,Yes,88,Yes,Lawyer,High,2.0,Cat_6,
Male,No,21,No,Doctor,Low,4.0,Cat_6,
Female,Yes,76,Yes,Lawyer,High,3.0,Cat_6,5.0
Female,Yes,76,Yes,Lawyer,High,2.0,Cat_6,1.0
Male,No,22,No,Healthcare,Low,4.0,Cat_6,10.0
Male,Yes,67,Yes,Doctor,Average,3.0,Cat_6,1.0
Male,Yes,31,No,Entertainment,Low,6.0,Cat_4,1.0
Female,Yes,30,No,Engineer,Average,7.0,Cat_4,1.0
Male,Yes,76,No,Executive,Low,1.0,Cat_6,1.0
Female,No,33,No,Healthcare,Low,3.0,Cat_6,1.0
Male,,48,Yes,Executive,Low,2.0,Cat_1,
Female,No,33,No,Homemaker,Low,1.0,Cat_6,9.0
Male,Yes,57,Yes,Artist,Average,4.0,Cat_6,
Female,No,19,No,Healthcare,Low,4.0,Cat_6,1.0
Female,Yes,37,Yes,Artist,Average,2.0,Cat_2,7.0
Male,No,42,Yes,Artist,Low,1.0,Cat_6,3.0
Male,No,29,Yes,Homemaker,Low,1.0,Cat_6,5.0
Female,No,32,No,Homemaker,Low,1.0,Cat_6,8.0
Male,No,22,No,Healthcare,Low,5.0,Cat_4,
Male,No,23,No,Healthcare,Low,4.0,Cat_6,1.0
Female,Yes,31,Yes,Healthcare,Low,1.0,Cat_1,
Female,Yes,36,Yes,Homemaker,Average,2.0,Cat_6,
Female,Yes,47,Yes,Artist,Low,2.0,Cat_1,
Female,Yes,31,No,Artist,Average,2.0,Cat_6,7.0
Male,Yes,60,Yes,Artist,Low,1.0,Cat_6,1.0
Male,Yes,49,Yes,Artist,Average,2.0,Cat_6,
Male,Yes,43,Yes,Entertainment,Low,2.0,Cat_6,7.0
Female,No,23,No,Healthcare,Low,3.0,Cat_6,1.0
Female,Yes,41,Yes,Doctor,Low,1.0,Cat_6,
Female,Yes,66,Yes,Engineer,Low,2.0,Cat_6,
Male,Yes,42,Yes,Engineer,Low,2.0,Cat_6,1.0
Male,Yes,70,Yes,Lawyer,Low,1.0,Cat_6,
Female,No,27,Yes,Marketing,Low,3.0,Cat_6,12.0
Female,No,32,Yes,Artist,Low,3.0,Cat_6,7.0
Female,No,23,No,Healthcare,Low,5.0,Cat_6,3.0
Male,Yes,38,Yes,Artist,Average,4.0,Cat_6,3.0
Male,No,43,Yes,Entertainment,Low,1.0,Cat_3,5.0
Male,Yes,53,Yes,Artist,Average,3.0,Cat_6,1.0
Male,Yes,43,Yes,Doctor,Average,2.0,Cat_6,3.0
Male,Yes,49,Yes,Artist,Low,4.0,Cat_3,1.0
Male,No,33,Yes,Healthcare,Low,5.0,Cat_6,
Male,Yes,75,No,Executive,Low,1.0,Cat_6,
Male,No,47,Yes,Artist,Low,2.0,Cat_6,1.0
Female,Yes,52,No,Engineer,Average,4.0,Cat_4,9.0
Male,Yes,60,Yes,Entertainment,Low,3.0,Cat_6,1.0
Male,No,40,No,Entertainment,Low,1.0,Cat_3,5.0
Male,Yes,19,No,Marketing,High,5.0,Cat_6,2.0
Male,Yes,51,Yes,Engineer,Average,5.0,Cat_6,1.0
Female,No,26,Yes,Homemaker,Low,,Cat_3,9.0
Male,No,18,No,Healthcare,Low,4.0,Cat_6,8.0
Female,Yes,65,Yes,Artist,Average,2.0,Cat_6,
Female,No,33,Yes,Healthcare,Low,3.0,Cat_6,
Male,Yes,53,Yes,Executive,High,4.0,Cat_4,1.0
Male,Yes,28,No,Executive,Low,7.0,Cat_4,
Female,Yes,43,Yes,Artist,High,4.0,Cat_3,1.0
Male,Yes,27,Yes,Healthcare,Low,2.0,Cat_6,8.0
Female,Yes,63,Yes,Artist,High,4.0,Cat_6,
Female,Yes,69,Yes,Engineer,Low,1.0,Cat_4,1.0
Male,Yes,33,Yes,Executive,High,9.0,Cat_4,11.0
Female,Yes,82,No,Lawyer,Average,2.0,Cat_6,
Female,No,53,Yes,Artist,Low,1.0,Cat_6,9.0
Female,Yes,43,Yes,Artist,High,4.0,Cat_6,9.0
Male,Yes,65,Yes,Lawyer,High,2.0,Cat_6,1.0
Male,No,25,No,Marketing,Low,3.0,Cat_3,
Male,No,25,No,Doctor,Low,4.0,Cat_6,1.0
Male,Yes,25,No,Doctor,Low,2.0,Cat_1,1.0
Female,No,26,Yes,Homemaker,Low,,Cat_6,9.0
Female,No,18,No,Entertainment,Low,5.0,Cat_2,1.0
Male,No,53,Yes,Artist,Low,2.0,Cat_4,1.0
Male,Yes,56,Yes,Artist,High,2.0,Cat_6,
Female,No,25,No,Healthcare,Low,3.0,Cat_6,1.0
Male,Yes,43,Yes,Executive,High,3.0,Cat_4,6.0
Female,No,52,Yes,Artist,Low,1.0,Cat_6,1.0
Male,Yes,79,Yes,Artist,High,2.0,Cat_6,
Male,No,30,No,Healthcare,Low,4.0,Cat_6,
Male,No,28,Yes,Healthcare,Low,5.0,Cat_6,1.0
Male,Yes,53,Yes,Entertainment,Average,4.0,Cat_6,1.0
Male,Yes,46,Yes,Artist,Average,3.0,Cat_6,
Male,No,26,No,Healthcare,Low,4.0,Cat_3,
Female,Yes,52,Yes,Artist,Average,4.0,Cat_6,8.0
Male,No,43,No,Executive,Low,5.0,Cat_6,
Female,Yes,35,Yes,Artist,Average,3.0,Cat_6,1.0
Female,Yes,35,Yes,Artist,Low,2.0,Cat_3,1.0
Male,No,19,No,Doctor,Low,3.0,Cat_4,0.0
Male,No,30,No,Healthcare,Low,4.0,Cat_6,
Female,Yes,37,No,Homemaker,Average,3.0,Cat_6,13.0
Male,Yes,41,Yes,Artist,Low,2.0,Cat_6,
Male,No,26,No,Doctor,Low,6.0,Cat_4,
Female,Yes,65,Yes,Lawyer,High,3.0,Cat_6,
Male,Yes,41,No,Executive,Average,5.0,Cat_4,1.0
Female,Yes,28,Yes,Engineer,Low,2.0,Cat_6,
Female,No,43,Yes,Doctor,Low,1.0,Cat_6,
Female,No,40,Yes,Artist,Low,9.0,Cat_6,5.0
Male,Yes,42,Yes,Doctor,Average,2.0,Cat_6,
Female,No,26,Yes,Artist,Low,3.0,Cat_2,1.0
Female,Yes,72,Yes,Lawyer,High,4.0,Cat_2,1.0
Female,No,38,Yes,Healthcare,Low,1.0,Cat_4,
Female,Yes,27,No,Homemaker,Average,2.0,Cat_6,9.0
Male,Yes,39,Yes,Artist,Low,2.0,Cat_4,10.0
Female,Yes,36,Yes,Entertainment,Average,2.0,Cat_6,7.0
Female,No,41,Yes,Marketing,Low,2.0,Cat_6,1.0
Female,No,22,No,Doctor,Low,4.0,Cat_7,1.0
Female,No,18,No,Healthcare,Low,3.0,Cat_3,
Male,No,25,Yes,Healthcare,Low,,Cat_6,
Male,Yes,74,Yes,Entertainment,Average,2.0,Cat_6,1.0
Male,Yes,52,Yes,Entertainment,Average,2.0,Cat_6,
Female,,28,Yes,Healthcare,Low,8.0,Cat_3,4.0
Male,Yes,47,Yes,Artist,Average,4.0,Cat_6,13.0
Male,No,39,Yes,Artist,Low,1.0,Cat_1,
Female,No,31,Yes,Engineer,Low,4.0,Cat_4,1.0
Female,Yes,50,Yes,Engineer,Average,4.0,Cat_4,1.0
Male,No,25,Yes,Executive,Low,3.0,Cat_6,3.0
Female,No,33,Yes,Engineer,Low,3.0,Cat_6,1.0
Female,Yes,66,No,Marketing,High,2.0,Cat_1,
Female,Yes,55,Yes,Artist,Low,,Cat_6,6.0
Male,Yes,47,No,Executive,High,2.0,Cat_3,1.0
Male,Yes,56,Yes,Artist,Average,4.0,Cat_6,1.0
Female,No,40,Yes,Lawyer,Low,1.0,Cat_6,1.0
Male,Yes,38,Yes,Healthcare,High,4.0,Cat_3,1.0
Male,No,27,No,Artist,Low,8.0,Cat_6,9.0
Female,No,37,Yes,Healthcare,Low,3.0,Cat_6,1.0
Female,No,22,No,Healthcare,Low,6.0,Cat_6,2.0
Male,Yes,28,Yes,Homemaker,Average,2.0,Cat_6,13.0
Male,Yes,63,No,Healthcare,Average,4.0,Cat_4,
Male,Yes,53,Yes,Executive,Low,1.0,Cat_4,9.0
Male,Yes,42,Yes,Executive,High,2.0,Cat_6,
Female,No,26,Yes,Homemaker,Low,1.0,Cat_2,9.0
Male,Yes,53,Yes,Executive,High,3.0,Cat_6,4.0
Female,No,39,Yes,Artist,Low,1.0,Cat_6,3.0
Female,Yes,40,Yes,Artist,Low,1.0,Cat_6,1.0
Male,No,20,,Healthcare,Low,5.0,Cat_2,4.0
Female,No,28,Yes,Artist,Low,1.0,Cat_6,
Female,Yes,57,Yes,Executive,Average,2.0,Cat_6,
Male,Yes,45,Yes,Artist,Low,1.0,Cat_6,
Female,Yes,46,Yes,Artist,Average,2.0,Cat_6,8.0
Female,Yes,51,Yes,Artist,Average,2.0,Cat_2,
Female,No,26,Yes,Engineer,Low,8.0,Cat_6,9.0
Female,No,45,Yes,Engineer,Low,1.0,Cat_6,
Male,Yes,30,No,Engineer,Average,3.0,Cat_4,1.0
Female,No,42,Yes,Artist,Low,2.0,Cat_6,8.0
Female,No,50,Yes,Artist,Low,2.0,Cat_6,
Male,No,52,Yes,Artist,Low,1.0,Cat_6,6.0
Male,Yes,38,No,Entertainment,Average,2.0,Cat_6,1.0
Male,Yes,48,Yes,Entertainment,Low,1.0,Cat_6,9.0
Female,No,33,Yes,Entertainment,Low,4.0,Cat_6,1.0
Female,No,23,No,Healthcare,Low,3.0,Cat_6,9.0
Male,No,42,Yes,Entertainment,Low,2.0,Cat_6,
Female,No,30,No,Marketing,Low,4.0,Cat_6,1.0
Female,Yes,81,Yes,Lawyer,High,2.0,Cat_6,1.0
Male,Yes,48,Yes,Doctor,Average,3.0,Cat_5,5.0
Male,Yes,39,Yes,Entertainment,Low,2.0,Cat_6,9.0
Female,No,31,No,Doctor,Low,4.0,Cat_6,6.0
Female,No,49,Yes,Homemaker,Low,,Cat_6,
Female,No,26,No,Homemaker,Low,2.0,Cat_6,8.0
Male,Yes,30,Yes,Artist,Low,1.0,Cat_7,
Male,Yes,31,Yes,Doctor,Average,2.0,Cat_6,
Female,No,23,No,Healthcare,Low,3.0,Cat_2,
Male,Yes,85,Yes,Executive,High,2.0,Cat_6,1.0
Male,Yes,59,Yes,Entertainment,Average,3.0,Cat_6,1.0
Female,No,26,No,Engineer,Low,6.0,Cat_6,1.0
Female,No,20,No,Doctor,Low,2.0,Cat_6,1.0
Male,Yes,45,Yes,Artist,Average,2.0,Cat_6,1.0
Female,No,46,Yes,Artist,Low,1.0,Cat_6,9.0
Male,Yes,55,No,Entertainment,Low,3.0,Cat_4,1.0
Female,No,42,Yes,Artist,Low,2.0,Cat_6,8.0
Female,No,25,Yes,Marketing,Low,,Cat_1,8.0
Male,No,18,No,Healthcare,Low,3.0,Cat_1,7.0
Male,Yes,42,Yes,Doctor,Low,2.0,Cat_6,9.0
Male,Yes,78,No,Entertainment,Low,1.0,Cat_6,
Male,Yes,35,Yes,Engineer,Low,2.0,Cat_6,
Female,Yes,56,Yes,Artist,Average,6.0,Cat_5,1.0
Female,Yes,50,No,Artist,High,2.0,Cat_4,9.0
Male,Yes,39,No,Artist,Average,3.0,Cat_6,7.0
Female,Yes,41,No,Healthcare,Average,4.0,Cat_6,1.0
Male,Yes,35,No,Doctor,Low,4.0,Cat_4,5.0
Female,Yes,39,Yes,Homemaker,High,2.0,Cat_6,8.0
Female,No,31,Yes,Engineer,Low,1.0,Cat_4,
Female,Yes,56,Yes,Artist,Average,2.0,Cat_3,4.0
Female,No,20,No,Entertainment,Low,6.0,Cat_2,0.0
